request_date,year,month,day_of_week,day_of_month,week_of_year,season,medicine_name,medicine_category,quantity_requested,days_since_last_request
2022-03-02,2022,3,2,2,9,Dry,Amoxicillin 500mg,Antibiotic,53,9
2022-03-13,2022,3,6,13,10,Dry,Amoxicillin 500mg,Antibiotic,44,9
2022-03-20,2022,3,6,20,11,Dry,Amoxicillin 500mg,Antibiotic,55,9
2022-03-31,2022,3,3,31,13,Dry,Amoxicillin 500mg,Antibiotic,71,9
2022-04-06,2022,4,2,6,14,Dry,Amoxicillin 500mg,Antibiotic,60,9
2022-04-12,2022,4,1,12,15,Dry,Amoxicillin 500mg,Antibiotic,50,9
2022-04-22,2022,4,4,22,16,Dry,Amoxicillin 500mg,Antibiotic,58,9
2022-05-04,2022,5,2,4,18,Dry,Amoxicillin 500mg,Antibiotic,40,9
2022-05-13,2022,5,4,13,19,Dry,Amoxicillin 500mg,Antibiotic,58,9
2022-05-20,2022,5,4,20,20,Dry,Amoxicillin 500mg,Antibiotic,42,9
2022-05-28,2022,5,5,28,21,Dry,Amoxicillin 500mg,Antibiotic,66,9
2022-06-04,2022,6,5,4,22,Wet,Amoxicillin 500mg,Antibiotic,58,9
2022-06-13,2022,6,0,13,24,Wet,Amoxicillin 500mg,Antibiotic,54,9
2022-06-25,2022,6,5,25,25,Wet,Amoxicillin 500mg,Antibiotic,61,9
2022-07-06,2022,7,2,6,27,Wet,Amoxicillin 500mg,Antibiotic,65,9
2022-07-14,2022,7,3,14,28,Wet,Amoxicillin 500mg,Antibiotic,67,9
2022-07-24,2022,7,6,24,29,Wet,Amoxicillin 500mg,Antibiotic,53,9
2022-08-05,2022,8,4,5,31,Wet,Amoxicillin 500mg,Antibiotic,58,9
2022-08-12,2022,8,4,12,32,Wet,Amoxicillin 500mg,Antibiotic,52,9
2022-08-24,2022,8,2,24,34,Wet,Amoxicillin 500mg,Antibiotic,49,9
2022-08-30,2022,8,1,30,35,Wet,Amoxicillin 500mg,Antibiotic,57,9
2022-09-08,2022,9,3,8,36,Wet,Amoxicillin 500mg,Antibiotic,43,9
2022-09-18,2022,9,6,18,37,Wet,Amoxicillin 500mg,Antibiotic,54,9
2022-09-30,2022,9,4,30,39,Wet,Amoxicillin 500mg,Antibiotic,39,9
2022-10-06,2022,10,3,6,40,Wet,Amoxicillin 500mg,Antibiotic,54,9
2022-10-16,2022,10,6,16,41,Wet,Amoxicillin 500mg,Antibiotic,56,9
2022-10-23,2022,10,6,23,42,Wet,Amoxicillin 500mg,Antibiotic,63,9
2022-10-31,2022,10,0,31,44,Wet,Amoxicillin 500mg,Antibiotic,63,9
2022-11-12,2022,11,5,12,45,Wet,Amoxicillin 500mg,Antibiotic,46,9
2022-11-20,2022,11,6,20,46,Wet,Amoxicillin 500mg,Antibiotic,40,9
2022-11-30,2022,11,2,30,48,Wet,Amoxicillin 500mg,Antibiotic,60,9
2022-12-10,2022,12,5,10,49,Dry,Amoxicillin 500mg,Antibiotic,53,9
2022-12-19,2022,12,0,19,51,Dry,Amoxicillin 500mg,Antibiotic,52,9
2022-12-29,2022,12,3,29,52,Dry,Amoxicillin 500mg,Antibiotic,59,9
2023-01-08,2023,1,6,8,1,Dry,Amoxicillin 500mg,Antibiotic,50,9
2023-01-17,2023,1,1,17,3,Dry,Amoxicillin 500mg,Antibiotic,58,9
2023-01-23,2023,1,0,23,4,Dry,Amoxicillin 500mg,Antibiotic,65,9
2023-02-04,2023,2,5,4,5,Dry,Amoxicillin 500mg,Antibiotic,51,9
2023-02-13,2023,2,0,13,7,Dry,Amoxicillin 500mg,Antibiotic,48,9
2023-02-25,2023,2,5,25,8,Dry,Amoxicillin 500mg,Antibiotic,53,9
2023-03-03,2023,3,4,3,9,Dry,Amoxicillin 500mg,Antibiotic,59,9
2023-03-12,2023,3,6,12,10,Dry,Amoxicillin 500mg,Antibiotic,62,9
2023-03-20,2023,3,0,20,12,Dry,Amoxicillin 500mg,Antibiotic,54,9
2023-03-27,2023,3,0,27,13,Dry,Amoxicillin 500mg,Antibiotic,51,9
2023-04-03,2023,4,0,3,14,Dry,Amoxicillin 500mg,Antibiotic,60,9
2023-04-13,2023,4,3,13,15,Dry,Amoxicillin 500mg,Antibiotic,56,9
2023-04-19,2023,4,2,19,16,Dry,Amoxicillin 500mg,Antibiotic,46,9
2023-04-26,2023,4,2,26,17,Dry,Amoxicillin 500mg,Antibiotic,64,9
2023-05-06,2023,5,5,6,18,Dry,Amoxicillin 500mg,Antibiotic,47,9
2023-05-12,2023,5,4,12,19,Dry,Amoxicillin 500mg,Antibiotic,64,9
2023-05-20,2023,5,5,20,20,Dry,Amoxicillin 500mg,Antibiotic,63,9
2023-05-29,2023,5,0,29,22,Dry,Amoxicillin 500mg,Antibiotic,53,9
2023-06-05,2023,6,0,5,23,Wet,Amoxicillin 500mg,Antibiotic,57,9
2023-06-13,2023,6,1,13,24,Wet,Amoxicillin 500mg,Antibiotic,49,9
2023-06-24,2023,6,5,24,25,Wet,Amoxicillin 500mg,Antibiotic,48,9
2023-07-01,2023,7,5,1,26,Wet,Amoxicillin 500mg,Antibiotic,54,9
2023-07-11,2023,7,1,11,28,Wet,Amoxicillin 500mg,Antibiotic,54,9
2023-07-19,2023,7,2,19,29,Wet,Amoxicillin 500mg,Antibiotic,50,9
2023-07-27,2023,7,3,27,30,Wet,Amoxicillin 500mg,Antibiotic,63,9
2023-08-04,2023,8,4,4,31,Wet,Amoxicillin 500mg,Antibiotic,63,9
2023-08-12,2023,8,5,12,32,Wet,Amoxicillin 500mg,Antibiotic,63,9
2023-08-20,2023,8,6,20,33,Wet,Amoxicillin 500mg,Antibiotic,43,9
2023-08-29,2023,8,1,29,35,Wet,Amoxicillin 500mg,Antibiotic,45,9
2023-09-05,2023,9,1,5,36,Wet,Amoxicillin 500mg,Antibiotic,53,9
2023-09-12,2023,9,1,12,37,Wet,Amoxicillin 500mg,Antibiotic,44,9
2023-09-23,2023,9,5,23,38,Wet,Amoxicillin 500mg,Antibiotic,65,9
2023-09-30,2023,9,5,30,39,Wet,Amoxicillin 500mg,Antibiotic,62,9
2023-10-12,2023,10,3,12,41,Wet,Amoxicillin 500mg,Antibiotic,46,9
2023-10-20,2023,10,4,20,42,Wet,Amoxicillin 500mg,Antibiotic,48,9
2023-10-30,2023,10,0,30,44,Wet,Amoxicillin 500mg,Antibiotic,60,9
2023-11-10,2023,11,4,10,45,Wet,Amoxicillin 500mg,Antibiotic,62,9
2023-11-22,2023,11,2,22,47,Wet,Amoxicillin 500mg,Antibiotic,67,9
2023-12-01,2023,12,4,1,48,Dry,Amoxicillin 500mg,Antibiotic,46,9
2023-12-10,2023,12,6,10,49,Dry,Amoxicillin 500mg,Antibiotic,49,9
2023-12-21,2023,12,3,21,51,Dry,Amoxicillin 500mg,Antibiotic,58,9
2024-01-01,2024,1,0,1,1,Dry,Amoxicillin 500mg,Antibiotic,56,9
2024-01-08,2024,1,0,8,2,Dry,Amoxicillin 500mg,Antibiotic,52,9
2024-01-17,2024,1,2,17,3,Dry,Amoxicillin 500mg,Antibiotic,59,9
2024-01-25,2024,1,3,25,4,Dry,Amoxicillin 500mg,Antibiotic,61,9
2024-02-02,2024,2,4,2,5,Dry,Amoxicillin 500mg,Antibiotic,48,9
2024-02-09,2024,2,4,9,6,Dry,Amoxicillin 500mg,Antibiotic,52,9
2024-02-21,2024,2,2,21,8,Dry,Amoxicillin 500mg,Antibiotic,54,9
2024-02-29,2024,2,3,29,9,Dry,Amoxicillin 500mg,Antibiotic,47,9
2024-03-11,2024,3,0,11,11,Dry,Amoxicillin 500mg,Antibiotic,47,9
2024-03-19,2024,3,1,19,12,Dry,Amoxicillin 500mg,Antibiotic,70,9
2024-03-28,2024,3,3,28,13,Dry,Amoxicillin 500mg,Antibiotic,59,9
2024-04-05,2024,4,4,5,14,Dry,Amoxicillin 500mg,Antibiotic,51,9
2024-04-17,2024,4,2,17,16,Dry,Amoxicillin 500mg,Antibiotic,59,9
2024-04-23,2024,4,1,23,17,Dry,Amoxicillin 500mg,Antibiotic,57,9
2024-05-05,2024,5,6,5,18,Dry,Amoxicillin 500mg,Antibiotic,53,9
2024-05-14,2024,5,1,14,20,Dry,Amoxicillin 500mg,Antibiotic,46,9
2024-05-24,2024,5,4,24,21,Dry,Amoxicillin 500mg,Antibiotic,45,9
2024-05-31,2024,5,4,31,22,Dry,Amoxicillin 500mg,Antibiotic,59,9
2024-06-09,2024,6,6,9,23,Wet,Amoxicillin 500mg,Antibiotic,56,9
2024-06-15,2024,6,5,15,24,Wet,Amoxicillin 500mg,Antibiotic,56,9
2024-06-21,2024,6,4,21,25,Wet,Amoxicillin 500mg,Antibiotic,46,9
2024-07-03,2024,7,2,3,27,Wet,Amoxicillin 500mg,Antibiotic,57,9
2024-07-10,2024,7,2,10,28,Wet,Amoxicillin 500mg,Antibiotic,60,9
2024-07-20,2024,7,5,20,29,Wet,Amoxicillin 500mg,Antibiotic,45,9
2024-07-31,2024,7,2,31,31,Wet,Amoxicillin 500mg,Antibiotic,51,9
2024-08-12,2024,8,0,12,33,Wet,Amoxicillin 500mg,Antibiotic,58,9
2024-08-18,2024,8,6,18,33,Wet,Amoxicillin 500mg,Antibiotic,43,9
2024-08-24,2024,8,5,24,34,Wet,Amoxicillin 500mg,Antibiotic,55,9
2024-09-04,2024,9,2,4,36,Wet,Amoxicillin 500mg,Antibiotic,56,9
2024-09-11,2024,9,2,11,37,Wet,Amoxicillin 500mg,Antibiotic,40,9
2024-09-17,2024,9,1,17,38,Wet,Amoxicillin 500mg,Antibiotic,50,9
2024-09-26,2024,9,3,26,39,Wet,Amoxicillin 500mg,Antibiotic,50,9
2024-10-07,2024,10,0,7,41,Wet,Amoxicillin 500mg,Antibiotic,55,9
2024-10-14,2024,10,0,14,42,Wet,Amoxicillin 500mg,Antibiotic,61,9
2024-10-23,2024,10,2,23,43,Wet,Amoxicillin 500mg,Antibiotic,43,9
2024-10-31,2024,10,3,31,44,Wet,Amoxicillin 500mg,Antibiotic,64,9
2024-11-06,2024,11,2,6,45,Wet,Amoxicillin 500mg,Antibiotic,37,9
2024-11-13,2024,11,2,13,46,Wet,Amoxicillin 500mg,Antibiotic,56,9
2024-11-25,2024,11,0,25,48,Wet,Amoxicillin 500mg,Antibiotic,61,9
2024-12-04,2024,12,2,4,49,Dry,Amoxicillin 500mg,Antibiotic,55,9
2024-12-15,2024,12,6,15,50,Dry,Amoxicillin 500mg,Antibiotic,52,9
2024-12-21,2024,12,5,21,51,Dry,Amoxicillin 500mg,Antibiotic,45,9
2024-12-28,2024,12,5,28,52,Dry,Amoxicillin 500mg,Antibiotic,39,9
2025-01-07,2025,1,1,7,2,Dry,Amoxicillin 500mg,Antibiotic,53,9
2025-01-15,2025,1,2,15,3,Dry,Amoxicillin 500mg,Antibiotic,46,9
2025-01-27,2025,1,0,27,5,Dry,Amoxicillin 500mg,Antibiotic,36,9
2025-02-07,2025,2,4,7,6,Dry,Amoxicillin 500mg,Antibiotic,58,9
2025-02-13,2025,2,3,13,7,Dry,Amoxicillin 500mg,Antibiotic,53,9
2025-02-21,2025,2,4,21,8,Dry,Amoxicillin 500mg,Antibiotic,57,9
2025-03-05,2025,3,2,5,10,Dry,Amoxicillin 500mg,Antibiotic,52,9
2025-03-15,2025,3,5,15,11,Dry,Amoxicillin 500mg,Antibiotic,50,9
2025-03-24,2025,3,0,24,13,Dry,Amoxicillin 500mg,Antibiotic,54,9
2025-04-01,2025,4,1,1,14,Dry,Amoxicillin 500mg,Antibiotic,55,9
2025-04-11,2025,4,4,11,15,Dry,Amoxicillin 500mg,Antibiotic,51,9
2025-04-23,2025,4,2,23,17,Dry,Amoxicillin 500mg,Antibiotic,65,9
2025-04-30,2025,4,2,30,18,Dry,Amoxicillin 500mg,Antibiotic,50,9
2025-05-07,2025,5,2,7,19,Dry,Amoxicillin 500mg,Antibiotic,56,9
2025-05-15,2025,5,3,15,20,Dry,Amoxicillin 500mg,Antibiotic,60,9
2025-05-26,2025,5,0,26,22,Dry,Amoxicillin 500mg,Antibiotic,46,9
2025-06-06,2025,6,4,6,23,Wet,Amoxicillin 500mg,Antibiotic,54,9
2025-06-17,2025,6,1,17,25,Wet,Amoxicillin 500mg,Antibiotic,53,9
2025-06-26,2025,6,3,26,26,Wet,Amoxicillin 500mg,Antibiotic,51,9
2025-07-08,2025,7,1,8,28,Wet,Amoxicillin 500mg,Antibiotic,50,9
2025-07-19,2025,7,5,19,29,Wet,Amoxicillin 500mg,Antibiotic,57,9
2025-07-28,2025,7,0,28,31,Wet,Amoxicillin 500mg,Antibiotic,48,9
2025-08-09,2025,8,5,9,32,Wet,Amoxicillin 500mg,Antibiotic,55,9
2025-08-18,2025,8,0,18,34,Wet,Amoxicillin 500mg,Antibiotic,47,9
2025-08-29,2025,8,4,29,35,Wet,Amoxicillin 500mg,Antibiotic,50,9
2025-09-07,2025,9,6,7,36,Wet,Amoxicillin 500mg,Antibiotic,61,9
2025-09-16,2025,9,1,16,38,Wet,Amoxicillin 500mg,Antibiotic,55,9
2025-09-22,2025,9,0,22,39,Wet,Amoxicillin 500mg,Antibiotic,45,9
2025-09-28,2025,9,6,28,39,Wet,Amoxicillin 500mg,Antibiotic,56,9
2025-10-07,2025,10,1,7,41,Wet,Amoxicillin 500mg,Antibiotic,53,9
2025-10-16,2025,10,3,16,42,Wet,Amoxicillin 500mg,Antibiotic,52,9
2025-10-27,2025,10,0,27,44,Wet,Amoxicillin 500mg,Antibiotic,47,9
2025-11-03,2025,11,0,3,45,Wet,Amoxicillin 500mg,Antibiotic,47,9
2025-11-09,2025,11,6,9,45,Wet,Amoxicillin 500mg,Antibiotic,43,9
2025-11-19,2025,11,2,19,47,Wet,Amoxicillin 500mg,Antibiotic,42,9
2025-11-27,2025,11,3,27,48,Wet,Amoxicillin 500mg,Antibiotic,35,9
2025-12-07,2025,12,6,7,49,Dry,Amoxicillin 500mg,Antibiotic,53,9
2025-12-18,2025,12,3,18,51,Dry,Amoxicillin 500mg,Antibiotic,70,9
2025-12-24,2025,12,2,24,52,Dry,Amoxicillin 500mg,Antibiotic,55,9
2026-01-01,2026,1,3,1,1,Dry,Amoxicillin 500mg,Antibiotic,53,9
2026-01-10,2026,1,5,10,2,Dry,Amoxicillin 500mg,Antibiotic,44,9
2026-01-19,2026,1,0,19,4,Dry,Amoxicillin 500mg,Antibiotic,58,9
2026-01-31,2026,1,5,31,5,Dry,Amoxicillin 500mg,Antibiotic,45,9
2026-02-12,2026,2,3,12,7,Dry,Amoxicillin 500mg,Antibiotic,57,9
2026-02-22,2026,2,6,22,8,Dry,Amoxicillin 500mg,Antibiotic,73,9
2026-02-28,2026,2,5,28,9,Dry,Amoxicillin 500mg,Antibiotic,57,9
2026-03-06,2026,3,4,6,10,Dry,Amoxicillin 500mg,Antibiotic,60,9
2026-03-12,2026,3,3,12,11,Dry,Amoxicillin 500mg,Antibiotic,58,9
2026-03-20,2026,3,4,20,12,Dry,Amoxicillin 500mg,Antibiotic,68,9
2026-03-30,2026,3,0,30,14,Dry,Amoxicillin 500mg,Antibiotic,55,9
2026-04-06,2026,4,0,6,15,Dry,Amoxicillin 500mg,Antibiotic,63,9
2026-04-16,2026,4,3,16,16,Dry,Amoxicillin 500mg,Antibiotic,49,9
2026-04-23,2026,4,3,23,17,Dry,Amoxicillin 500mg,Antibiotic,51,9
2026-05-04,2026,5,0,4,19,Dry,Amoxicillin 500mg,Antibiotic,52,9
2026-05-14,2026,5,3,14,20,Dry,Amoxicillin 500mg,Antibiotic,60,9
2026-05-22,2026,5,4,22,21,Dry,Amoxicillin 500mg,Antibiotic,51,9
2026-06-03,2026,6,2,3,23,Wet,Amoxicillin 500mg,Antibiotic,51,9
2026-06-13,2026,6,5,13,24,Wet,Amoxicillin 500mg,Antibiotic,51,9
2026-06-19,2026,6,4,19,25,Wet,Amoxicillin 500mg,Antibiotic,47,9
2026-06-28,2026,6,6,28,26,Wet,Amoxicillin 500mg,Antibiotic,45,9
2026-07-05,2026,7,6,5,27,Wet,Amoxicillin 500mg,Antibiotic,53,9
2026-07-12,2026,7,6,12,28,Wet,Amoxicillin 500mg,Antibiotic,66,9
2026-07-18,2026,7,5,18,29,Wet,Amoxicillin 500mg,Antibiotic,51,9
2026-07-28,2026,7,1,28,31,Wet,Amoxicillin 500mg,Antibiotic,48,9
2026-08-05,2026,8,2,5,32,Wet,Amoxicillin 500mg,Antibiotic,64,9
2026-08-13,2026,8,3,13,33,Wet,Amoxicillin 500mg,Antibiotic,51,9
2021-08-18,2021,8,2,18,33,Wet,Cefalexin,Antibiotic,55,12
2021-08-29,2021,8,6,29,34,Wet,Cefalexin,Antibiotic,76,12
2021-09-08,2021,9,2,8,36,Wet,Cefalexin,Antibiotic,64,12
2021-09-17,2021,9,4,17,37,Wet,Cefalexin,Antibiotic,62,12
2021-09-29,2021,9,2,29,39,Wet,Cefalexin,Antibiotic,53,12
2021-10-14,2021,10,3,14,41,Wet,Cefalexin,Antibiotic,56,12
2021-10-27,2021,10,2,27,43,Wet,Cefalexin,Antibiotic,61,12
2021-11-05,2021,11,4,5,44,Wet,Cefalexin,Antibiotic,58,12
2021-11-20,2021,11,5,20,46,Wet,Cefalexin,Antibiotic,79,12
2021-12-04,2021,12,5,4,48,Dry,Cefalexin,Antibiotic,62,12
2021-12-14,2021,12,1,14,50,Dry,Cefalexin,Antibiotic,54,12
2021-12-24,2021,12,4,24,51,Dry,Cefalexin,Antibiotic,58,12
2022-01-02,2022,1,6,2,52,Dry,Cefalexin,Antibiotic,55,12
2022-01-12,2022,1,2,12,2,Dry,Cefalexin,Antibiotic,67,12
2022-01-27,2022,1,3,27,4,Dry,Cefalexin,Antibiotic,65,12
2022-02-08,2022,2,1,8,6,Dry,Cefalexin,Antibiotic,52,12
2022-02-21,2022,2,0,21,8,Dry,Cefalexin,Antibiotic,53,12
2022-03-03,2022,3,3,3,9,Dry,Cefalexin,Antibiotic,61,12
2022-03-17,2022,3,3,17,11,Dry,Cefalexin,Antibiotic,64,12
2022-03-27,2022,3,6,27,12,Dry,Cefalexin,Antibiotic,55,12
2022-04-05,2022,4,1,5,14,Dry,Cefalexin,Antibiotic,51,12
2022-04-16,2022,4,5,16,15,Dry,Cefalexin,Antibiotic,60,12
2022-04-25,2022,4,0,25,17,Dry,Cefalexin,Antibiotic,51,12
2022-05-05,2022,5,3,5,18,Dry,Cefalexin,Antibiotic,58,12
2022-05-18,2022,5,2,18,20,Dry,Cefalexin,Antibiotic,48,12
2022-05-27,2022,5,4,27,21,Dry,Cefalexin,Antibiotic,64,12
2022-06-05,2022,6,6,5,22,Wet,Cefalexin,Antibiotic,55,12
2022-06-17,2022,6,4,17,24,Wet,Cefalexin,Antibiotic,60,12
2022-06-29,2022,6,2,29,26,Wet,Cefalexin,Antibiotic,69,12
2022-07-12,2022,7,1,12,28,Wet,Cefalexin,Antibiotic,56,12
2022-07-23,2022,7,5,23,29,Wet,Cefalexin,Antibiotic,62,12
2022-08-03,2022,8,2,3,31,Wet,Cefalexin,Antibiotic,53,12
2022-08-15,2022,8,0,15,33,Wet,Cefalexin,Antibiotic,65,12
2022-08-25,2022,8,3,25,34,Wet,Cefalexin,Antibiotic,60,12
2022-09-08,2022,9,3,8,36,Wet,Cefalexin,Antibiotic,53,12
2022-09-17,2022,9,5,17,37,Wet,Cefalexin,Antibiotic,53,12
2022-10-01,2022,10,5,1,39,Wet,Cefalexin,Antibiotic,60,12
2022-10-10,2022,10,0,10,41,Wet,Cefalexin,Antibiotic,61,12
2022-10-25,2022,10,1,25,43,Wet,Cefalexin,Antibiotic,59,12
2022-11-07,2022,11,0,7,45,Wet,Cefalexin,Antibiotic,67,12
2022-11-16,2022,11,2,16,46,Wet,Cefalexin,Antibiotic,70,12
2022-11-30,2022,11,2,30,48,Wet,Cefalexin,Antibiotic,55,12
2022-12-09,2022,12,4,9,49,Dry,Cefalexin,Antibiotic,64,12
2022-12-21,2022,12,2,21,51,Dry,Cefalexin,Antibiotic,66,12
2022-12-30,2022,12,4,30,52,Dry,Cefalexin,Antibiotic,55,12
2023-01-08,2023,1,6,8,1,Dry,Cefalexin,Antibiotic,63,12
2023-01-20,2023,1,4,20,3,Dry,Cefalexin,Antibiotic,72,12
2023-02-03,2023,2,4,3,5,Dry,Cefalexin,Antibiotic,71,12
2023-02-18,2023,2,5,18,7,Dry,Cefalexin,Antibiotic,59,12
2023-03-03,2023,3,4,3,9,Dry,Cefalexin,Antibiotic,59,12
2023-03-17,2023,3,4,17,11,Dry,Cefalexin,Antibiotic,67,12
2023-04-01,2023,4,5,1,13,Dry,Cefalexin,Antibiotic,57,12
2023-04-14,2023,4,4,14,15,Dry,Cefalexin,Antibiotic,63,12
2023-04-24,2023,4,0,24,17,Dry,Cefalexin,Antibiotic,75,12
2023-05-08,2023,5,0,8,19,Dry,Cefalexin,Antibiotic,73,12
2023-05-20,2023,5,5,20,20,Dry,Cefalexin,Antibiotic,61,12
2023-05-29,2023,5,0,29,22,Dry,Cefalexin,Antibiotic,65,12
2023-06-11,2023,6,6,11,23,Wet,Cefalexin,Antibiotic,82,12
2023-06-23,2023,6,4,23,25,Wet,Cefalexin,Antibiotic,57,12
2023-07-03,2023,7,0,3,27,Wet,Cefalexin,Antibiotic,56,12
2023-07-16,2023,7,6,16,28,Wet,Cefalexin,Antibiotic,58,12
2023-07-29,2023,7,5,29,30,Wet,Cefalexin,Antibiotic,68,12
2023-08-08,2023,8,1,8,32,Wet,Cefalexin,Antibiotic,61,12
2023-08-23,2023,8,2,23,34,Wet,Cefalexin,Antibiotic,55,12
2023-09-01,2023,9,4,1,35,Wet,Cefalexin,Antibiotic,68,12
2023-09-16,2023,9,5,16,37,Wet,Cefalexin,Antibiotic,66,12
2023-09-28,2023,9,3,28,39,Wet,Cefalexin,Antibiotic,64,12
2023-10-11,2023,10,2,11,41,Wet,Cefalexin,Antibiotic,64,12
2023-10-23,2023,10,0,23,43,Wet,Cefalexin,Antibiotic,65,12
2023-11-02,2023,11,3,2,44,Wet,Cefalexin,Antibiotic,60,12
2023-11-17,2023,11,4,17,46,Wet,Cefalexin,Antibiotic,62,12
2023-12-02,2023,12,5,2,48,Dry,Cefalexin,Antibiotic,67,12
2023-12-16,2023,12,5,16,50,Dry,Cefalexin,Antibiotic,55,12
2023-12-29,2023,12,4,29,52,Dry,Cefalexin,Antibiotic,68,12
2024-01-13,2024,1,5,13,2,Dry,Cefalexin,Antibiotic,64,12
2024-01-23,2024,1,1,23,4,Dry,Cefalexin,Antibiotic,61,12
2024-02-04,2024,2,6,4,5,Dry,Cefalexin,Antibiotic,65,12
2024-02-19,2024,2,0,19,8,Dry,Cefalexin,Antibiotic,52,12
2024-02-29,2024,2,3,29,9,Dry,Cefalexin,Antibiotic,57,12
2024-03-11,2024,3,0,11,11,Dry,Cefalexin,Antibiotic,58,12
2024-03-25,2024,3,0,25,13,Dry,Cefalexin,Antibiotic,59,12
2024-04-03,2024,4,2,3,14,Dry,Cefalexin,Antibiotic,57,12
2024-04-15,2024,4,0,15,16,Dry,Cefalexin,Antibiotic,47,12
2024-04-25,2024,4,3,25,17,Dry,Cefalexin,Antibiotic,60,12
2024-05-05,2024,5,6,5,18,Dry,Cefalexin,Antibiotic,59,12
2024-05-14,2024,5,1,14,20,Dry,Cefalexin,Antibiotic,64,12
2024-05-27,2024,5,0,27,22,Dry,Cefalexin,Antibiotic,52,12
2024-06-05,2024,6,2,5,23,Wet,Cefalexin,Antibiotic,60,12
2024-06-14,2024,6,4,14,24,Wet,Cefalexin,Antibiotic,67,12
2024-06-25,2024,6,1,25,26,Wet,Cefalexin,Antibiotic,47,12
2024-07-08,2024,7,0,8,28,Wet,Cefalexin,Antibiotic,62,12
2024-07-23,2024,7,1,23,30,Wet,Cefalexin,Antibiotic,56,12
2024-08-07,2024,8,2,7,32,Wet,Cefalexin,Antibiotic,58,12
2024-08-20,2024,8,1,20,34,Wet,Cefalexin,Antibiotic,65,12
2024-08-30,2024,8,4,30,35,Wet,Cefalexin,Antibiotic,84,12
2024-09-08,2024,9,6,8,36,Wet,Cefalexin,Antibiotic,56,12
2024-09-17,2024,9,1,17,38,Wet,Cefalexin,Antibiotic,62,12
2024-09-27,2024,9,4,27,39,Wet,Cefalexin,Antibiotic,57,12
2024-10-08,2024,10,1,8,41,Wet,Cefalexin,Antibiotic,63,12
2024-10-20,2024,10,6,20,42,Wet,Cefalexin,Antibiotic,52,12
2024-10-29,2024,10,1,29,44,Wet,Cefalexin,Antibiotic,76,12
2024-11-07,2024,11,3,7,45,Wet,Cefalexin,Antibiotic,58,12
2024-11-17,2024,11,6,17,46,Wet,Cefalexin,Antibiotic,64,12
2024-12-01,2024,12,6,1,48,Dry,Cefalexin,Antibiotic,76,12
2024-12-12,2024,12,3,12,50,Dry,Cefalexin,Antibiotic,72,12
2024-12-23,2024,12,0,23,52,Dry,Cefalexin,Antibiotic,65,12
2025-01-07,2025,1,1,7,2,Dry,Cefalexin,Antibiotic,55,12
2025-01-20,2025,1,0,20,4,Dry,Cefalexin,Antibiotic,63,12
2025-01-31,2025,1,4,31,5,Dry,Cefalexin,Antibiotic,57,12
2025-02-09,2025,2,6,9,6,Dry,Cefalexin,Antibiotic,77,12
2025-02-19,2025,2,2,19,8,Dry,Cefalexin,Antibiotic,50,12
2025-03-03,2025,3,0,3,10,Dry,Cefalexin,Antibiotic,70,12
2025-03-14,2025,3,4,14,11,Dry,Cefalexin,Antibiotic,52,12
2025-03-28,2025,3,4,28,13,Dry,Cefalexin,Antibiotic,62,12
2025-04-08,2025,4,1,8,15,Dry,Cefalexin,Antibiotic,57,12
2025-04-21,2025,4,0,21,17,Dry,Cefalexin,Antibiotic,49,12
2025-04-30,2025,4,2,30,18,Dry,Cefalexin,Antibiotic,68,12
2025-05-10,2025,5,5,10,19,Dry,Cefalexin,Antibiotic,63,12
2025-05-22,2025,5,3,22,21,Dry,Cefalexin,Antibiotic,49,12
2025-06-01,2025,6,6,1,22,Wet,Cefalexin,Antibiotic,65,12
2025-06-14,2025,6,5,14,24,Wet,Cefalexin,Antibiotic,67,12
2025-06-25,2025,6,2,25,26,Wet,Cefalexin,Antibiotic,66,12
2025-07-04,2025,7,4,4,27,Wet,Cefalexin,Antibiotic,63,12
2025-07-14,2025,7,0,14,29,Wet,Cefalexin,Antibiotic,70,12
2025-07-28,2025,7,0,28,31,Wet,Cefalexin,Antibiotic,58,12
2025-08-08,2025,8,4,8,32,Wet,Cefalexin,Antibiotic,70,12
2025-08-19,2025,8,1,19,34,Wet,Cefalexin,Antibiotic,60,12
2025-09-02,2025,9,1,2,36,Wet,Cefalexin,Antibiotic,63,12
2025-09-15,2025,9,0,15,38,Wet,Cefalexin,Antibiotic,53,12
2025-09-24,2025,9,2,24,39,Wet,Cefalexin,Antibiotic,63,12
2025-10-08,2025,10,2,8,41,Wet,Cefalexin,Antibiotic,67,12
2025-10-18,2025,10,5,18,42,Wet,Cefalexin,Antibiotic,63,12
2025-11-01,2025,11,5,1,44,Wet,Cefalexin,Antibiotic,61,12
2025-11-12,2025,11,2,12,46,Wet,Cefalexin,Antibiotic,56,12
2025-11-21,2025,11,4,21,47,Wet,Cefalexin,Antibiotic,65,12
2025-12-04,2025,12,3,4,49,Dry,Cefalexin,Antibiotic,54,12
2025-12-15,2025,12,0,15,51,Dry,Cefalexin,Antibiotic,60,12
2025-12-30,2025,12,1,30,1,Dry,Cefalexin,Antibiotic,67,12
2026-01-14,2026,1,2,14,3,Dry,Cefalexin,Antibiotic,54,12
2026-01-25,2026,1,6,25,4,Dry,Cefalexin,Antibiotic,68,12
2026-02-08,2026,2,6,8,6,Dry,Cefalexin,Antibiotic,65,12
