date,year,month,day_of_week,day_of_month,week_of_year,season,medicine_name,medicine_category,quantity_dispensed
2025-05-13,2025,5,1,13,20,Dry,Paracetamol 500mg,Pain Reliever,2
2025-05-14,2025,5,2,14,20,Dry,Paracetamol 500mg,Pain Reliever,7
2025-05-15,2025,5,3,15,20,Dry,Paracetamol 500mg,Pain Reliever,10
2025-05-16,2025,5,4,16,20,Dry,Paracetamol 500mg,Pain Reliever,7
2025-05-17,2025,5,5,17,20,Dry,Paracetamol 500mg,Pain Reliever,2
2025-05-18,2025,5,6,18,20,Dry,Paracetamol 500mg,Pain Reliever,1
2025-05-19,2025,5,0,19,21,Dry,Paracetamol 500mg,Pain Reliever,7
2025-05-20,2025,5,1,20,21,Dry,Paracetamol 500mg,Pain Reliever,7
2025-05-21,2025,5,2,21,21,Dry,Paracetamol 500mg,Pain Reliever,12
2025-05-22,2025,5,3,22,21,Dry,Paracetamol 500mg,Pain Reliever,10
2025-05-23,2025,5,4,23,21,Dry,Paracetamol 500mg,Pain Reliever,8
2025-05-24,2025,5,5,24,21,Dry,Paracetamol 500mg,Pain Reliever,2
2025-05-25,2025,5,6,25,21,Dry,Paracetamol 500mg,Pain Reliever,1
2025-05-26,2025,5,0,26,22,Dry,Paracetamol 500mg,Pain Reliever,12
2025-05-27,2025,5,1,27,22,Dry,Paracetamol 500mg,Pain Reliever,11
2025-05-28,2025,5,2,28,22,Dry,Paracetamol 500mg,Pain Reliever,12
2025-05-29,2025,5,3,29,22,Dry,Paracetamol 500mg,Pain Reliever,4
2025-05-30,2025,5,4,30,22,Dry,Paracetamol 500mg,Pain Reliever,11
2025-05-31,2025,5,5,31,22,Dry,Paracetamol 500mg,Pain Reliever,5
2025-06-02,2025,6,0,2,23,Wet,Paracetamol 500mg,Pain Reliever,8
2025-06-03,2025,6,1,3,23,Wet,Paracetamol 500mg,Pain Reliever,6
2025-06-04,2025,6,2,4,23,Wet,Paracetamol 500mg,Pain Reliever,4
2025-06-05,2025,6,3,5,23,Wet,Paracetamol 500mg,Pain Reliever,10
2025-06-06,2025,6,4,6,23,Wet,Paracetamol 500mg,Pain Reliever,7
2025-06-07,2025,6,5,7,23,Wet,Paracetamol 500mg,Pain Reliever,3
2025-06-08,2025,6,6,8,23,Wet,Paracetamol 500mg,Pain Reliever,1
2025-06-09,2025,6,0,9,24,Wet,Paracetamol 500mg,Pain Reliever,4
2025-06-10,2025,6,1,10,24,Wet,Paracetamol 500mg,Pain Reliever,4
2025-06-11,2025,6,2,11,24,Wet,Paracetamol 500mg,Pain Reliever,5
2025-06-12,2025,6,3,12,24,Wet,Paracetamol 500mg,Pain Reliever,11
2025-06-13,2025,6,4,13,24,Wet,Paracetamol 500mg,Pain Reliever,2
2025-06-14,2025,6,5,14,24,Wet,Paracetamol 500mg,Pain Reliever,3
2025-06-15,2025,6,6,15,24,Wet,Paracetamol 500mg,Pain Reliever,3
2025-06-16,2025,6,0,16,25,Wet,Paracetamol 500mg,Pain Reliever,4
2025-06-17,2025,6,1,17,25,Wet,Paracetamol 500mg,Pain Reliever,7
2025-06-18,2025,6,2,18,25,Wet,Paracetamol 500mg,Pain Reliever,11
2025-06-19,2025,6,3,19,25,Wet,Paracetamol 500mg,Pain Reliever,6
2025-06-20,2025,6,4,20,25,Wet,Paracetamol 500mg,Pain Reliever,12
2025-06-21,2025,6,5,21,25,Wet,Paracetamol 500mg,Pain Reliever,1
2025-06-22,2025,6,6,22,25,Wet,Paracetamol 500mg,Pain Reliever,2
2025-06-23,2025,6,0,23,26,Wet,Paracetamol 500mg,Pain Reliever,9
2025-06-24,2025,6,1,24,26,Wet,Paracetamol 500mg,Pain Reliever,7
2025-06-25,2025,6,2,25,26,Wet,Paracetamol 500mg,Pain Reliever,6
2025-06-26,2025,6,3,26,26,Wet,Paracetamol 500mg,Pain Reliever,4
2025-06-27,2025,6,4,27,26,Wet,Paracetamol 500mg,Pain Reliever,6
2025-06-28,2025,6,5,28,26,Wet,Paracetamol 500mg,Pain Reliever,1
2025-06-29,2025,6,6,29,26,Wet,Paracetamol 500mg,Pain Reliever,4
2025-06-30,2025,6,0,30,27,Wet,Paracetamol 500mg,Pain Reliever,6
2025-07-01,2025,7,1,1,27,Wet,Paracetamol 500mg,Pain Reliever,4
2025-07-02,2025,7,2,2,27,Wet,Paracetamol 500mg,Pain Reliever,12
2025-07-03,2025,7,3,3,27,Wet,Paracetamol 500mg,Pain Reliever,4
2025-07-04,2025,7,4,4,27,Wet,Paracetamol 500mg,Pain Reliever,12
2025-07-05,2025,7,5,5,27,Wet,Paracetamol 500mg,Pain Reliever,5
2025-07-06,2025,7,6,6,27,Wet,Paracetamol 500mg,Pain Reliever,2
2025-07-07,2025,7,0,7,28,Wet,Paracetamol 500mg,Pain Reliever,8
2025-07-08,2025,7,1,8,28,Wet,Paracetamol 500mg,Pain Reliever,9
2025-07-09,2025,7,2,9,28,Wet,Paracetamol 500mg,Pain Reliever,4
2025-07-10,2025,7,3,10,28,Wet,Paracetamol 500mg,Pain Reliever,5
2025-07-11,2025,7,4,11,28,Wet,Paracetamol 500mg,Pain Reliever,3
2025-07-12,2025,7,5,12,28,Wet,Paracetamol 500mg,Pain Reliever,6
2025-07-13,2025,7,6,13,28,Wet,Paracetamol 500mg,Pain Reliever,2
2025-07-14,2025,7,0,14,29,Wet,Paracetamol 500mg,Pain Reliever,3
2025-07-15,2025,7,1,15,29,Wet,Paracetamol 500mg,Pain Reliever,5
2025-07-16,2025,7,2,16,29,Wet,Paracetamol 500mg,Pain Reliever,11
2025-07-17,2025,7,3,17,29,Wet,Paracetamol 500mg,Pain Reliever,11
2025-07-18,2025,7,4,18,29,Wet,Paracetamol 500mg,Pain Reliever,7
2025-07-19,2025,7,5,19,29,Wet,Paracetamol 500mg,Pain Reliever,2
2025-07-20,2025,7,6,20,29,Wet,Paracetamol 500mg,Pain Reliever,2
2025-07-21,2025,7,0,21,30,Wet,Paracetamol 500mg,Pain Reliever,9
2025-07-22,2025,7,1,22,30,Wet,Paracetamol 500mg,Pain Reliever,6
2025-07-23,2025,7,2,23,30,Wet,Paracetamol 500mg,Pain Reliever,6
2025-07-24,2025,7,3,24,30,Wet,Paracetamol 500mg,Pain Reliever,4
2025-07-25,2025,7,4,25,30,Wet,Paracetamol 500mg,Pain Reliever,10
2025-07-26,2025,7,5,26,30,Wet,Paracetamol 500mg,Pain Reliever,4
2025-07-27,2025,7,6,27,30,Wet,Paracetamol 500mg,Pain Reliever,3
2025-07-28,2025,7,0,28,31,Wet,Paracetamol 500mg,Pain Reliever,10
2025-07-29,2025,7,1,29,31,Wet,Paracetamol 500mg,Pain Reliever,9
2025-07-30,2025,7,2,30,31,Wet,Paracetamol 500mg,Pain Reliever,5
2025-07-31,2025,7,3,31,31,Wet,Paracetamol 500mg,Pain Reliever,9
2025-08-01,2025,8,4,1,31,Wet,Paracetamol 500mg,Pain Reliever,7
2025-08-02,2025,8,5,2,31,Wet,Paracetamol 500mg,Pain Reliever,7
2025-08-03,2025,8,6,3,31,Wet,Paracetamol 500mg,Pain Reliever,2
2025-08-04,2025,8,0,4,32,Wet,Paracetamol 500mg,Pain Reliever,4
2025-08-05,2025,8,1,5,32,Wet,Paracetamol 500mg,Pain Reliever,4
2025-08-06,2025,8,2,6,32,Wet,Paracetamol 500mg,Pain Reliever,9
2025-08-07,2025,8,3,7,32,Wet,Paracetamol 500mg,Pain Reliever,9
2025-08-08,2025,8,4,8,32,Wet,Paracetamol 500mg,Pain Reliever,8
2025-08-09,2025,8,5,9,32,Wet,Paracetamol 500mg,Pain Reliever,3
2025-08-10,2025,8,6,10,32,Wet,Paracetamol 500mg,Pain Reliever,3
2025-08-11,2025,8,0,11,33,Wet,Paracetamol 500mg,Pain Reliever,6
2025-08-12,2025,8,1,12,33,Wet,Paracetamol 500mg,Pain Reliever,10
2025-08-13,2025,8,2,13,33,Wet,Paracetamol 500mg,Pain Reliever,7
2025-08-14,2025,8,3,14,33,Wet,Paracetamol 500mg,Pain Reliever,6
2025-08-15,2025,8,4,15,33,Wet,Paracetamol 500mg,Pain Reliever,11
2025-08-16,2025,8,5,16,33,Wet,Paracetamol 500mg,Pain Reliever,8
2025-08-18,2025,8,0,18,34,Wet,Paracetamol 500mg,Pain Reliever,12
2025-08-19,2025,8,1,19,34,Wet,Paracetamol 500mg,Pain Reliever,5
2025-08-20,2025,8,2,20,34,Wet,Paracetamol 500mg,Pain Reliever,9
2025-08-21,2025,8,3,21,34,Wet,Paracetamol 500mg,Pain Reliever,7
2025-08-22,2025,8,4,22,34,Wet,Paracetamol 500mg,Pain Reliever,7
2025-08-23,2025,8,5,23,34,Wet,Paracetamol 500mg,Pain Reliever,6
2025-08-24,2025,8,6,24,34,Wet,Paracetamol 500mg,Pain Reliever,2
2025-08-25,2025,8,0,25,35,Wet,Paracetamol 500mg,Pain Reliever,15
2025-08-26,2025,8,1,26,35,Wet,Paracetamol 500mg,Pain Reliever,6
2025-08-27,2025,8,2,27,35,Wet,Paracetamol 500mg,Pain Reliever,10
2025-08-28,2025,8,3,28,35,Wet,Paracetamol 500mg,Pain Reliever,5
2025-08-29,2025,8,4,29,35,Wet,Paracetamol 500mg,Pain Reliever,4
2025-08-30,2025,8,5,30,35,Wet,Paracetamol 500mg,Pain Reliever,4
2025-08-31,2025,8,6,31,35,Wet,Paracetamol 500mg,Pain Reliever,1
2025-09-01,2025,9,0,1,36,Wet,Paracetamol 500mg,Pain Reliever,5
2025-09-02,2025,9,1,2,36,Wet,Paracetamol 500mg,Pain Reliever,3
2025-09-03,2025,9,2,3,36,Wet,Paracetamol 500mg,Pain Reliever,8
2025-09-04,2025,9,3,4,36,Wet,Paracetamol 500mg,Pain Reliever,14
2025-09-05,2025,9,4,5,36,Wet,Paracetamol 500mg,Pain Reliever,6
2025-09-06,2025,9,5,6,36,Wet,Paracetamol 500mg,Pain Reliever,3
2025-09-07,2025,9,6,7,36,Wet,Paracetamol 500mg,Pain Reliever,1
2025-09-08,2025,9,0,8,37,Wet,Paracetamol 500mg,Pain Reliever,11
2025-09-09,2025,9,1,9,37,Wet,Paracetamol 500mg,Pain Reliever,9
2025-09-10,2025,9,2,10,37,Wet,Paracetamol 500mg,Pain Reliever,9
2025-09-11,2025,9,3,11,37,Wet,Paracetamol 500mg,Pain Reliever,12
2025-09-12,2025,9,4,12,37,Wet,Paracetamol 500mg,Pain Reliever,7
2025-09-13,2025,9,5,13,37,Wet,Paracetamol 500mg,Pain Reliever,5
2025-09-15,2025,9,0,15,38,Wet,Paracetamol 500mg,Pain Reliever,11
2025-09-16,2025,9,1,16,38,Wet,Paracetamol 500mg,Pain Reliever,7
2025-09-17,2025,9,2,17,38,Wet,Paracetamol 500mg,Pain Reliever,11
2025-09-18,2025,9,3,18,38,Wet,Paracetamol 500mg,Pain Reliever,11
2025-09-19,2025,9,4,19,38,Wet,Paracetamol 500mg,Pain Reliever,13
2025-09-20,2025,9,5,20,38,Wet,Paracetamol 500mg,Pain Reliever,4
2025-09-21,2025,9,6,21,38,Wet,Paracetamol 500mg,Pain Reliever,1
2025-09-22,2025,9,0,22,39,Wet,Paracetamol 500mg,Pain Reliever,3
2025-09-23,2025,9,1,23,39,Wet,Paracetamol 500mg,Pain Reliever,4
2025-09-24,2025,9,2,24,39,Wet,Paracetamol 500mg,Pain Reliever,10
2025-09-25,2025,9,3,25,39,Wet,Paracetamol 500mg,Pain Reliever,5
2025-09-26,2025,9,4,26,39,Wet,Paracetamol 500mg,Pain Reliever,10
2025-09-27,2025,9,5,27,39,Wet,Paracetamol 500mg,Pain Reliever,6
2025-09-28,2025,9,6,28,39,Wet,Paracetamol 500mg,Pain Reliever,1
2025-09-29,2025,9,0,29,40,Wet,Paracetamol 500mg,Pain Reliever,6
2025-09-30,2025,9,1,30,40,Wet,Paracetamol 500mg,Pain Reliever,9
2025-10-01,2025,10,2,1,40,Wet,Paracetamol 500mg,Pain Reliever,10
2025-10-02,2025,10,3,2,40,Wet,Paracetamol 500mg,Pain Reliever,9
2025-10-03,2025,10,4,3,40,Wet,Paracetamol 500mg,Pain Reliever,8
2025-10-04,2025,10,5,4,40,Wet,Paracetamol 500mg,Pain Reliever,3
2025-10-05,2025,10,6,5,40,Wet,Paracetamol 500mg,Pain Reliever,1
2025-10-06,2025,10,0,6,41,Wet,Paracetamol 500mg,Pain Reliever,9
2025-10-07,2025,10,1,7,41,Wet,Paracetamol 500mg,Pain Reliever,4
2025-10-08,2025,10,2,8,41,Wet,Paracetamol 500mg,Pain Reliever,7
2025-10-09,2025,10,3,9,41,Wet,Paracetamol 500mg,Pain Reliever,7
2025-10-10,2025,10,4,10,41,Wet,Paracetamol 500mg,Pain Reliever,6
2025-10-11,2025,10,5,11,41,Wet,Paracetamol 500mg,Pain Reliever,4
2025-10-12,2025,10,6,12,41,Wet,Paracetamol 500mg,Pain Reliever,4
2025-10-13,2025,10,0,13,42,Wet,Paracetamol 500mg,Pain Reliever,8
2025-10-14,2025,10,1,14,42,Wet,Paracetamol 500mg,Pain Reliever,7
2025-10-15,2025,10,2,15,42,Wet,Paracetamol 500mg,Pain Reliever,8
2025-10-16,2025,10,3,16,42,Wet,Paracetamol 500mg,Pain Reliever,10
2025-10-17,2025,10,4,17,42,Wet,Paracetamol 500mg,Pain Reliever,11
2025-10-18,2025,10,5,18,42,Wet,Paracetamol 500mg,Pain Reliever,2
2025-10-19,2025,10,6,19,42,Wet,Paracetamol 500mg,Pain Reliever,1
2025-10-20,2025,10,0,20,43,Wet,Paracetamol 500mg,Pain Reliever,8
2025-10-21,2025,10,1,21,43,Wet,Paracetamol 500mg,Pain Reliever,6
2025-10-22,2025,10,2,22,43,Wet,Paracetamol 500mg,Pain Reliever,6
2025-10-23,2025,10,3,23,43,Wet,Paracetamol 500mg,Pain Reliever,6
2025-10-24,2025,10,4,24,43,Wet,Paracetamol 500mg,Pain Reliever,8
2025-10-25,2025,10,5,25,43,Wet,Paracetamol 500mg,Pain Reliever,4
2025-10-26,2025,10,6,26,43,Wet,Paracetamol 500mg,Pain Reliever,1
2025-10-27,2025,10,0,27,44,Wet,Paracetamol 500mg,Pain Reliever,6
2025-10-28,2025,10,1,28,44,Wet,Paracetamol 500mg,Pain Reliever,6
2025-10-29,2025,10,2,29,44,Wet,Paracetamol 500mg,Pain Reliever,10
2025-10-30,2025,10,3,30,44,Wet,Paracetamol 500mg,Pain Reliever,1
2025-10-31,2025,10,4,31,44,Wet,Paracetamol 500mg,Pain Reliever,6
2025-11-01,2025,11,5,1,44,Wet,Paracetamol 500mg,Pain Reliever,5
2025-11-03,2025,11,0,3,45,Wet,Paracetamol 500mg,Pain Reliever,11
2025-11-04,2025,11,1,4,45,Wet,Paracetamol 500mg,Pain Reliever,8
2025-11-05,2025,11,2,5,45,Wet,Paracetamol 500mg,Pain Reliever,11
2025-11-06,2025,11,3,6,45,Wet,Paracetamol 500mg,Pain Reliever,11
2025-11-07,2025,11,4,7,45,Wet,Paracetamol 500mg,Pain Reliever,5
2025-11-08,2025,11,5,8,45,Wet,Paracetamol 500mg,Pain Reliever,8
2025-11-09,2025,11,6,9,45,Wet,Paracetamol 500mg,Pain Reliever,4
2025-11-10,2025,11,0,10,46,Wet,Paracetamol 500mg,Pain Reliever,7
2025-11-11,2025,11,1,11,46,Wet,Paracetamol 500mg,Pain Reliever,4
2025-11-12,2025,11,2,12,46,Wet,Paracetamol 500mg,Pain Reliever,14
2025-11-13,2025,11,3,13,46,Wet,Paracetamol 500mg,Pain Reliever,4
2025-11-14,2025,11,4,14,46,Wet,Paracetamol 500mg,Pain Reliever,12
2025-11-15,2025,11,5,15,46,Wet,Paracetamol 500mg,Pain Reliever,1
2025-11-16,2025,11,6,16,46,Wet,Paracetamol 500mg,Pain Reliever,1
2025-11-17,2025,11,0,17,47,Wet,Paracetamol 500mg,Pain Reliever,6
2025-11-18,2025,11,1,18,47,Wet,Paracetamol 500mg,Pain Reliever,9
2025-11-19,2025,11,2,19,47,Wet,Paracetamol 500mg,Pain Reliever,9
2025-11-20,2025,11,3,20,47,Wet,Paracetamol 500mg,Pain Reliever,12
2025-11-21,2025,11,4,21,47,Wet,Paracetamol 500mg,Pain Reliever,7
2025-11-22,2025,11,5,22,47,Wet,Paracetamol 500mg,Pain Reliever,5
2025-11-23,2025,11,6,23,47,Wet,Paracetamol 500mg,Pain Reliever,1
2025-11-24,2025,11,0,24,48,Wet,Paracetamol 500mg,Pain Reliever,10
2025-11-25,2025,11,1,25,48,Wet,Paracetamol 500mg,Pain Reliever,8
2025-11-26,2025,11,2,26,48,Wet,Paracetamol 500mg,Pain Reliever,7
2025-11-27,2025,11,3,27,48,Wet,Paracetamol 500mg,Pain Reliever,9
2025-11-28,2025,11,4,28,48,Wet,Paracetamol 500mg,Pain Reliever,6
2025-11-29,2025,11,5,29,48,Wet,Paracetamol 500mg,Pain Reliever,9
2025-11-30,2025,11,6,30,48,Wet,Paracetamol 500mg,Pain Reliever,4
2025-12-01,2025,12,0,1,49,Dry,Paracetamol 500mg,Pain Reliever,7
2025-12-02,2025,12,1,2,49,Dry,Paracetamol 500mg,Pain Reliever,8
2025-12-03,2025,12,2,3,49,Dry,Paracetamol 500mg,Pain Reliever,8
2025-12-04,2025,12,3,4,49,Dry,Paracetamol 500mg,Pain Reliever,7
2025-12-05,2025,12,4,5,49,Dry,Paracetamol 500mg,Pain Reliever,9
2025-12-06,2025,12,5,6,49,Dry,Paracetamol 500mg,Pain Reliever,5
2025-12-07,2025,12,6,7,49,Dry,Paracetamol 500mg,Pain Reliever,3
2025-12-08,2025,12,0,8,50,Dry,Paracetamol 500mg,Pain Reliever,7
2025-12-09,2025,12,1,9,50,Dry,Paracetamol 500mg,Pain Reliever,9
2025-12-10,2025,12,2,10,50,Dry,Paracetamol 500mg,Pain Reliever,10
2025-12-11,2025,12,3,11,50,Dry,Paracetamol 500mg,Pain Reliever,5
2025-12-12,2025,12,4,12,50,Dry,Paracetamol 500mg,Pain Reliever,7
2025-12-13,2025,12,5,13,50,Dry,Paracetamol 500mg,Pain Reliever,1
2025-12-14,2025,12,6,14,50,Dry,Paracetamol 500mg,Pain Reliever,1
2025-12-15,2025,12,0,15,51,Dry,Paracetamol 500mg,Pain Reliever,8
2025-12-16,2025,12,1,16,51,Dry,Paracetamol 500mg,Pain Reliever,3
2025-12-17,2025,12,2,17,51,Dry,Paracetamol 500mg,Pain Reliever,5
2025-12-18,2025,12,3,18,51,Dry,Paracetamol 500mg,Pain Reliever,4
2025-12-19,2025,12,4,19,51,Dry,Paracetamol 500mg,Pain Reliever,12
2025-12-20,2025,12,5,20,51,Dry,Paracetamol 500mg,Pain Reliever,3
2025-12-22,2025,12,0,22,52,Dry,Paracetamol 500mg,Pain Reliever,6
2025-12-23,2025,12,1,23,52,Dry,Paracetamol 500mg,Pain Reliever,7
2025-12-24,2025,12,2,24,52,Dry,Paracetamol 500mg,Pain Reliever,8
2025-12-25,2025,12,3,25,52,Dry,Paracetamol 500mg,Pain Reliever,9
2025-12-26,2025,12,4,26,52,Dry,Paracetamol 500mg,Pain Reliever,11
2025-12-27,2025,12,5,27,52,Dry,Paracetamol 500mg,Pain Reliever,5
2025-12-28,2025,12,6,28,52,Dry,Paracetamol 500mg,Pain Reliever,2
2025-12-29,2025,12,0,29,1,Dry,Paracetamol 500mg,Pain Reliever,7
2025-12-30,2025,12,1,30,1,Dry,Paracetamol 500mg,Pain Reliever,9
2025-12-31,2025,12,2,31,1,Dry,Paracetamol 500mg,Pain Reliever,9
2026-01-01,2026,1,3,1,1,Dry,Paracetamol 500mg,Pain Reliever,4
2026-01-02,2026,1,4,2,1,Dry,Paracetamol 500mg,Pain Reliever,10
2026-01-03,2026,1,5,3,1,Dry,Paracetamol 500mg,Pain Reliever,1
2026-01-04,2026,1,6,4,1,Dry,Paracetamol 500mg,Pain Reliever,1
2026-01-05,2026,1,0,5,2,Dry,Paracetamol 500mg,Pain Reliever,13
2026-01-06,2026,1,1,6,2,Dry,Paracetamol 500mg,Pain Reliever,6
2026-01-07,2026,1,2,7,2,Dry,Paracetamol 500mg,Pain Reliever,4
2026-01-08,2026,1,3,8,2,Dry,Paracetamol 500mg,Pain Reliever,8
2026-01-09,2026,1,4,9,2,Dry,Paracetamol 500mg,Pain Reliever,5
2026-01-10,2026,1,5,10,2,Dry,Paracetamol 500mg,Pain Reliever,6
2026-01-11,2026,1,6,11,2,Dry,Paracetamol 500mg,Pain Reliever,2
2026-01-12,2026,1,0,12,3,Dry,Paracetamol 500mg,Pain Reliever,9
2026-01-13,2026,1,1,13,3,Dry,Paracetamol 500mg,Pain Reliever,8
2026-01-14,2026,1,2,14,3,Dry,Paracetamol 500mg,Pain Reliever,9
2026-01-15,2026,1,3,15,3,Dry,Paracetamol 500mg,Pain Reliever,10
2026-01-16,2026,1,4,16,3,Dry,Paracetamol 500mg,Pain Reliever,6
2026-01-17,2026,1,5,17,3,Dry,Paracetamol 500mg,Pain Reliever,4
2026-01-18,2026,1,6,18,3,Dry,Paracetamol 500mg,Pain Reliever,3
2026-01-19,2026,1,0,19,4,Dry,Paracetamol 500mg,Pain Reliever,12
2026-01-20,2026,1,1,20,4,Dry,Paracetamol 500mg,Pain Reliever,12
2026-01-21,2026,1,2,21,4,Dry,Paracetamol 500mg,Pain Reliever,3
2026-01-22,2026,1,3,22,4,Dry,Paracetamol 500mg,Pain Reliever,5
2026-01-23,2026,1,4,23,4,Dry,Paracetamol 500mg,Pain Reliever,10
2026-01-24,2026,1,5,24,4,Dry,Paracetamol 500mg,Pain Reliever,3
2026-01-25,2026,1,6,25,4,Dry,Paracetamol 500mg,Pain Reliever,3
2026-01-26,2026,1,0,26,5,Dry,Paracetamol 500mg,Pain Reliever,10
2026-01-27,2026,1,1,27,5,Dry,Paracetamol 500mg,Pain Reliever,5
2026-01-28,2026,1,2,28,5,Dry,Paracetamol 500mg,Pain Reliever,6
2026-01-29,2026,1,3,29,5,Dry,Paracetamol 500mg,Pain Reliever,5
2026-01-30,2026,1,4,30,5,Dry,Paracetamol 500mg,Pain Reliever,2
2026-01-31,2026,1,5,31,5,Dry,Paracetamol 500mg,Pain Reliever,8
2026-02-01,2026,2,6,1,5,Dry,Paracetamol 500mg,Pain Reliever,2
2026-02-02,2026,2,0,2,6,Dry,Paracetamol 500mg,Pain Reliever,8
2026-02-03,2026,2,1,3,6,Dry,Paracetamol 500mg,Pain Reliever,5
2026-02-04,2026,2,2,4,6,Dry,Paracetamol 500mg,Pain Reliever,15
2026-02-05,2026,2,3,5,6,Dry,Paracetamol 500mg,Pain Reliever,3
2026-02-06,2026,2,4,6,6,Dry,Paracetamol 500mg,Pain Reliever,6
2026-02-07,2026,2,5,7,6,Dry,Paracetamol 500mg,Pain Reliever,3
2026-02-08,2026,2,6,8,6,Dry,Paracetamol 500mg,Pain Reliever,2
2026-02-09,2026,2,0,9,7,Dry,Paracetamol 500mg,Pain Reliever,12
2026-02-10,2026,2,1,10,7,Dry,Paracetamol 500mg,Pain Reliever,4
2026-02-11,2026,2,2,11,7,Dry,Paracetamol 500mg,Pain Reliever,10
2026-02-12,2026,2,3,12,7,Dry,Paracetamol 500mg,Pain Reliever,4
2026-02-13,2026,2,4,13,7,Dry,Paracetamol 500mg,Pain Reliever,8
2026-02-14,2026,2,5,14,7,Dry,Paracetamol 500mg,Pain Reliever,4
2026-02-15,2026,2,6,15,7,Dry,Paracetamol 500mg,Pain Reliever,3
2026-02-16,2026,2,0,16,8,Dry,Paracetamol 500mg,Pain Reliever,7
2026-02-17,2026,2,1,17,8,Dry,Paracetamol 500mg,Pain Reliever,4
2026-02-18,2026,2,2,18,8,Dry,Paracetamol 500mg,Pain Reliever,10
2026-02-19,2026,2,3,19,8,Dry,Paracetamol 500mg,Pain Reliever,5
2026-02-20,2026,2,4,20,8,Dry,Paracetamol 500mg,Pain Reliever,1
2026-02-21,2026,2,5,21,8,Dry,Paracetamol 500mg,Pain Reliever,2
2026-02-22,2026,2,6,22,8,Dry,Paracetamol 500mg,Pain Reliever,2
2026-02-23,2026,2,0,23,9,Dry,Paracetamol 500mg,Pain Reliever,14
2026-02-24,2026,2,1,24,9,Dry,Paracetamol 500mg,Pain Reliever,7
2026-02-25,2026,2,2,25,9,Dry,Paracetamol 500mg,Pain Reliever,7
2026-02-26,2026,2,3,26,9,Dry,Paracetamol 500mg,Pain Reliever,5
2026-02-27,2026,2,4,27,9,Dry,Paracetamol 500mg,Pain Reliever,11
2026-02-28,2026,2,5,28,9,Dry,Paracetamol 500mg,Pain Reliever,3
2026-03-01,2026,3,6,1,9,Dry,Paracetamol 500mg,Pain Reliever,4
2026-03-02,2026,3,0,2,10,Dry,Paracetamol 500mg,Pain Reliever,5
2026-03-03,2026,3,1,3,10,Dry,Paracetamol 500mg,Pain Reliever,13
2026-03-04,2026,3,2,4,10,Dry,Paracetamol 500mg,Pain Reliever,6
2026-03-05,2026,3,3,5,10,Dry,Paracetamol 500mg,Pain Reliever,5
2026-03-06,2026,3,4,6,10,Dry,Paracetamol 500mg,Pain Reliever,13
2026-03-07,2026,3,5,7,10,Dry,Paracetamol 500mg,Pain Reliever,1
2026-03-08,2026,3,6,8,10,Dry,Paracetamol 500mg,Pain Reliever,1
2026-03-09,2026,3,0,9,11,Dry,Paracetamol 500mg,Pain Reliever,6
2026-03-10,2026,3,1,10,11,Dry,Paracetamol 500mg,Pain Reliever,6
2026-03-11,2026,3,2,11,11,Dry,Paracetamol 500mg,Pain Reliever,9
2026-03-12,2026,3,3,12,11,Dry,Paracetamol 500mg,Pain Reliever,12
2026-03-13,2026,3,4,13,11,Dry,Paracetamol 500mg,Pain Reliever,4
2026-03-14,2026,3,5,14,11,Dry,Paracetamol 500mg,Pain Reliever,4
2026-03-16,2026,3,0,16,12,Dry,Paracetamol 500mg,Pain Reliever,6
2026-03-17,2026,3,1,17,12,Dry,Paracetamol 500mg,Pain Reliever,10
2026-03-18,2026,3,2,18,12,Dry,Paracetamol 500mg,Pain Reliever,11
2026-03-19,2026,3,3,19,12,Dry,Paracetamol 500mg,Pain Reliever,6
2026-03-20,2026,3,4,20,12,Dry,Paracetamol 500mg,Pain Reliever,8
2026-03-21,2026,3,5,21,12,Dry,Paracetamol 500mg,Pain Reliever,1
2026-03-22,2026,3,6,22,12,Dry,Paracetamol 500mg,Pain Reliever,1
2026-03-23,2026,3,0,23,13,Dry,Paracetamol 500mg,Pain Reliever,7
2026-03-24,2026,3,1,24,13,Dry,Paracetamol 500mg,Pain Reliever,3
2026-03-25,2026,3,2,25,13,Dry,Paracetamol 500mg,Pain Reliever,8
2026-03-26,2026,3,3,26,13,Dry,Paracetamol 500mg,Pain Reliever,11
2026-03-27,2026,3,4,27,13,Dry,Paracetamol 500mg,Pain Reliever,8
2026-03-28,2026,3,5,28,13,Dry,Paracetamol 500mg,Pain Reliever,5
2026-03-29,2026,3,6,29,13,Dry,Paracetamol 500mg,Pain Reliever,3
2026-03-30,2026,3,0,30,14,Dry,Paracetamol 500mg,Pain Reliever,9
2026-03-31,2026,3,1,31,14,Dry,Paracetamol 500mg,Pain Reliever,11
2026-04-01,2026,4,2,1,14,Dry,Paracetamol 500mg,Pain Reliever,12
2026-04-02,2026,4,3,2,14,Dry,Paracetamol 500mg,Pain Reliever,7
2026-04-03,2026,4,4,3,14,Dry,Paracetamol 500mg,Pain Reliever,5
2026-04-04,2026,4,5,4,14,Dry,Paracetamol 500mg,Pain Reliever,5
2026-04-05,2026,4,6,5,14,Dry,Paracetamol 500mg,Pain Reliever,1
2026-04-06,2026,4,0,6,15,Dry,Paracetamol 500mg,Pain Reliever,11
2026-04-07,2026,4,1,7,15,Dry,Paracetamol 500mg,Pain Reliever,7
